residual_std_batch_step,beta_mean_step,step,val_bias_scaled,need_mean,got_mean,residual_std_batch_epoch,beta_mean_epoch,beta_min,beta_max,top1_period,val_loss,epoch,beta_min_epoch,beta_max_epoch,train_loss_epoch,residual_std_batch,beta_min_step,beta_max_step,train_loss_step
0.05467149242758751,0.699999988079071,0,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,1,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,2,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,3,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,4,,,,,,,,,,,,,,,,,
,,29,0.1529756486415863,-0.014627096243202686,0.13831786811351776,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.6791393756866455,0,,,,,,,
,,29,,,,,0.7000004053115845,,,24.0,,0,0.7000004053115845,0.7000004053115845,0.7477908730506897,,,,
,0.699999988079071,49,,,,,,,,,,1,,,,0.11949191987514496,0.699999988079071,0.699999988079071,0.276781290769577
0.05467149242758751,0.699999988079071,5,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,6,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,7,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,8,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,9,,,,,,,,,,,,,,,,,
,,59,0.07546888291835785,-0.014627096243202686,0.060838986188173294,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.4451965391635895,1,,,,,,,
,,59,,,,,0.7000004053115845,,,24.0,,1,0.7000004053115845,0.7000004053115845,0.2829843759536743,,,,
0.05467149242758751,0.699999988079071,10,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,11,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,12,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,13,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,14,,,,,,,,,,,,,,,,,
,,89,0.08273698389530182,-0.014627096243202686,0.068115234375,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.423683226108551,2,,,,,,,
,,89,,,,,0.7000004053115845,,,24.0,,2,0.7000004053115845,0.7000004053115845,0.23065952956676483,,,,
,0.699999988079071,99,,,,,,,,,,3,,,,0.11166898906230927,0.699999988079071,0.699999988079071,0.23038281500339508
0.05467149242758751,0.699999988079071,15,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,16,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,17,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,18,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,19,,,,,,,,,,,,,,,,,
,,119,0.07596337795257568,-0.014627096243202686,0.06132812425494194,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.3583431541919708,3,,,,,,,
