number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_hidden_size_pw,params_learning_rate,params_lr_decay,params_num_layers,state
0,,2025-07-25 03:24:22.300666,2025-07-25 03:24:26.562519,0 days 00:00:04.261853,0.0031718957273999763,4,0.02157910715451383,0.9346756069675324,2,FAIL
