residual_std_batch_step,beta_mean_step,step,val_bias_scaled,need_mean,got_mean,residual_std_batch_epoch,beta_mean_epoch,beta_min,beta_max,top1_period,val_loss,epoch,beta_min_epoch,beta_max_epoch,train_loss_epoch,residual_std_batch,beta_min_step,beta_max_step,train_loss_step
,,89,0.025499220937490463,-0.014627096243202686,0.010876464657485485,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.3342440724372864,2,,,,,,,
,,89,,,,,0.7000004053115845,,,24.0,,2,0.7000004053115845,0.7000004053115845,0.19569845497608185,,,,
,0.699999988079071,99,,,,,,,,,,3,,,,0.11229965835809708,0.699999988079071,0.699999988079071,0.17716574668884277
0.05467149242758751,0.699999988079071,15,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,16,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,17,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,18,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,19,,,,,,,,,,,,,,,,,
,,119,-0.06339233368635178,-0.014627096243202686,-0.07802734524011612,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.312208354473114,3,,,,,,,
,,119,,,,,0.7000004053115845,,,24.0,,3,0.7000004053115845,0.7000004053115845,0.19080033898353577,,,,
,0.699999988079071,149,,,,,,,,,,4,,,,0.12277117371559143,0.699999988079071,0.699999988079071,0.16836240887641907
0.05467149242758751,0.699999988079071,20,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,21,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,22,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,23,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,24,,,,,,,,,,,,,,,,,
,,149,0.035766445100307465,-0.014627096243202686,0.021133804693818092,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.2706039845943451,4,,,,,,,
,,149,,,,,0.7000004053115845,,,24.0,,4,0.7000004053115845,0.7000004053115845,0.1818769872188568,,,,
0.05467149242758751,0.699999988079071,25,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,26,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,27,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,28,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,29,,,,,,,,,,,,,,,,,
,,179,0.009082034230232239,-0.014627096243202686,-0.0055480957962572575,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.2962877154350281,5,,,,,,,
,,179,,,,,0.7000004053115845,,,24.0,,5,0.7000004053115845,0.7000004053115845,0.17667092382907867,,,,
,0.699999988079071,199,,,,,,,,,,6,,,,0.12036829441785812,0.699999988079071,0.699999988079071,0.17362473905086517
0.05467149242758751,0.699999988079071,30,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,31,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,32,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,33,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,34,,,,,,,,,,,,,,,,,
,,209,0.05992845445871353,-0.014627096243202686,0.04529685899615288,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.4062674641609192,6,,,,,,,
,,209,,,,,0.7000004053115845,,,24.0,,6,0.7000004053115845,0.7000004053115845,0.1691695898771286,,,,
0.05467149242758751,0.699999988079071,35,,,,,,,,,,,,,,,,,
0.026804067194461823,0.699999988079071,36,,,,,,,,,,,,,,,,,
0.03731393441557884,0.699999988079071,37,,,,,,,,,,,,,,,,,
0.062390539795160294,0.699999988079071,38,,,,,,,,,,,,,,,,,
0.14611126482486725,0.699999988079071,39,,,,,,,,,,,,,,,,,
,,239,0.01988687738776207,-0.014627096243202686,0.0052627562545239925,0.0654582604765892,0.699999988079071,0.699999988079071,0.699999988079071,24.0,0.40817713737487793,7,,,,,,,
,,239,,,,,0.7000004053115845,,,24.0,,7,0.7000004053115845,0.7000004053115845,0.16904474794864655,,,,
